gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
14,0,0,126,9.0,107,7.643,0.849,16,1.143,0.127,21,1.5,0.167,0.762,74,5.286,0.587,14,60,7,0.5,0.056,8,0.571,0.063,30,2.143,0.238,45,79,56.962,1,1,100.0,8,17,47.059,16
