gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
4,0,2,33,8.25,12,3.0,0.364,6,1.5,0.182,7,1.75,0.212,0.857,7,1.75,0.212,2,5,2,0.5,0.061,0,0.0,0.0,9,2.25,0.273,4,20,20.0,2,10,20.0,1,1,100.0,2
