gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
11,0,3,105,9.545,104,9.455,0.99,20,1.818,0.19,21,1.909,0.2,0.952,46,4.182,0.438,7,39,17,1.545,0.162,3,0.273,0.029,33,3.0,0.314,40,90,44.444,8,24,33.333,9,15,60.0,16
