gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
10,9,3,144,14.4,161,16.1,1.118,30,3.0,0.208,21,2.1,0.146,1.429,53,5.3,0.368,8,45,12,1.2,0.083,0,0.0,0.0,30,3.0,0.208,62,157,39.49,13,53,24.528,13,22,59.091,24
