gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
1,0,11,5,5.0,2,2.0,0.4,1,1.0,0.2,1,1.0,0.2,1.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,3,3.0,0.6,1,2,50.0,0,0,0,0,0,0,0
