gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
6,0,7,82,13.667,93,15.5,1.134,18,3.0,0.22,5,0.833,0.061,3.6,17,2.833,0.207,5,12,3,0.5,0.037,0,0.0,0.0,18,3.0,0.22,33,61,54.098,15,29,51.724,7,9,77.778,12
