gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
14,0,0,129,9.214,117,8.357,0.907,9,0.643,0.07,19,1.357,0.147,0.474,58,4.143,0.45,25,33,5,0.357,0.039,9,0.643,0.07,40,2.857,0.31,45,88,51.136,0,3,0.0,17,23,73.913,27
