gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
14,8,0,159,11.357,100,7.143,0.629,27,1.929,0.17,10,0.714,0.063,2.7,36,2.571,0.226,10,26,10,0.714,0.063,5,0.357,0.031,29,2.071,0.182,43,87,49.425,10,27,37.037,3,8,37.5,4
