gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
2,0,5,9,4.5,6,3.0,0.667,0,0.0,0.0,0,0.0,0.0,0,2,1.0,0.222,0,2,0,0.0,0.0,0,0.0,0.0,1,0.5,0.111,2,5,40.0,2,3,66.667,0,0,0,0
