gp,gs,dnp,min,mpg,pts,ppg,ppm,ast,apg,apm,to,topg,topm,ast:to,reb,rpg,rpm,oreb,dreb,stl,spg,spm,blk,bpg,bpm,pf,pfpg,pfpm,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,ftp
12,8,1,150,12.5,115,9.583,0.767,46,3.833,0.307,16,1.333,0.107,2.875,42,3.5,0.28,10,32,6,0.5,0.04,1,0.083,0.007,25,2.083,0.167,46,105,43.81,4,21,19.048,11,16,68.75,19
