PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Kayla McBride,20,8-18,4-10,5-5,9,0,9,3,0,0,1,1,31
S Tiffany Hayes,19,8-24,1-8,4-6,11,2,9,3,1,0,5,5,24
S Stefanie Dolson,15,2-2,1-1,2-2,6,2,4,4,0,2,2,6,9
Kate Martin,16,3-8,1-5,0-1,6,2,4,0,0,0,2,4,7
Natisha Hiedeman,2,0-1,0-0,0-0,0,0,0,0,0,0,1,1,0
Jackie Young,DNP
Alyssa Thomas,DNP
TEAM,,21-53,7-24,11-14,40,6,34,10,1,2,11,17,71
,,39.6%,29.2%,78.6%
