PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Napheesa Collier,17,13-15,0-2,2-2,7,0,7,2,2,2,0,1,29
S Allisha Gray,22,7-13,1-1,1-1,8,1,7,1,0,0,3,2,18
S Skylar Diggins-Smith,14,8-15,1-3,0-0,2,0,2,5,0,1,1,3,17
Shakira Austin,13,5-10,0-0,4-5,10,3,7,0,0,2,3,6,16
Courtney Williams,12,5-8,1-1,1-1,5,0,5,6,1,0,2,4,12
Cameron Brink,DNP
TEAM,,38-61,3-7,8-9,37,4,33,14,3,5,9,16,92
,,62.3%,42.9%,88.9%
