PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Rickea Jackson,14,5-12,1-4,3-3,7,1,6,1,0,0,1,1,17
S Breanna Stewart,12,5-11,0-1,1-3,4,1,3,0,0,4,1,2,12
S Jewell Loyd,8,4-11,0-3,0-0,2,0,2,3,1,0,0,1,8
Aaliyah Edwards,10,4-5,0-0,2-2,3,1,2,0,0,0,4,4,12
DiJonai Carrington,8,5-12,0-2,0-1,8,0,8,1,1,0,0,4,10
Courtney Vandersloot,6,1-4,0-0,1-1,2,0,2,1,1,1,2,1,4
NaLyssa Smith,DNP
TEAM,,24-55,1-10,7-10,30,5,25,6,3,5,8,13,63
,,43.6%,10.0%,70.0%
