PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Skylar Diggins-Smith,17,11-16,1-2,2-2,3,2,1,5,0,0,1,3,27
S Allisha Gray,21,6-15,1-4,2-2,3,0,3,6,1,1,0,2,17
S Napheesa Collier,21,8-14,0-3,0-3,9,1,8,2,1,2,1,5,16
Courtney Williams,10,5-8,0-1,0-0,4,0,4,5,0,0,1,3,10
Shakira Austin,9,3-4,0-0,1-2,4,0,4,0,0,0,1,3,8
Cameron Brink,DNP
TEAM,,33-57,2-10,5-9,31,4,27,18,2,3,4,16,78
,,57.9%,20.0%,55.6%
