PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Brittney Griner,11,5-7,1-1,1-1,6,1,5,2,0,0,0,0,13
S Katie Lou Samuelson,11,5-7,0-1,0-1,2,1,1,1,1,0,0,4,10
S Marina Mabrey,14,4-13,1-6,0-0,5,1,4,2,0,0,0,2,9
Natasha Cloud,15,5-11,2-6,1-1,4,0,4,2,1,1,1,0,13
Satou Sabally,13,3-8,1-3,1-1,3,0,3,0,1,0,1,4,9
Natisha Hiedeman,11,2-7,1-3,0-0,4,0,4,1,0,0,2,0,5
Sabrina Ionescu,DNP
TEAM,,24-53,6-20,3-4,27,5,22,8,3,1,4,10,59
,,45.3%,30.0%,75.0%
