PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Sabrina Ionescu,19,11-18,7-10,1-3,9,2,7,8,0,2,3,1,32
S Satou Sabally,9,4-10,3-4,1-2,6,0,6,2,1,0,1,3,13
S Natasha Cloud,12,5-8,1-3,0-0,3,1,2,4,1,1,1,2,11
Brittney Griner,13,6-11,0-1,0-0,4,0,4,1,0,2,4,4,12
Katie Lou Samuelson,9,3-4,1-1,0-0,1,0,1,2,0,0,1,1,7
Marina Mabrey,DNP
TEAM,,29-51,12-19,2-5,31,3,28,17,2,5,10,11,75
,,56.9%,63.2%,40.0%
