PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Sabrina Ionescu,18,6-17,2-9,1-1,13,4,9,1,1,0,3,2,16
S Satou Sabally,12,6-11,1-5,1-2,7,1,6,2,0,0,2,5,15
S Natasha Cloud,16,6-10,1-5,0-1,4,0,4,8,1,0,0,5,13
Brittney Griner,17,5-12,0-0,2-2,3,0,3,0,0,3,4,3,14
Katie Lou Samuelson,17,3-5,2-3,1-2,3,1,2,5,1,0,1,0,10
Marina Mabrey,DNP
TEAM,,26-55,6-22,5-8,34,7,27,16,3,3,10,15,68
,,47.3%,27.3%,62.5%
