PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Rhyne Howard,18,10-19,6-12,3-4,6,0,6,1,1,2,1,1,33
S Dearica Hamby,13,6-12,0-1,3-4,13,2,11,4,2,2,5,5,17
S Arike Ogunbowale,14,5-11,0-4,0-0,1,0,1,2,1,0,1,3,10
Rae Burrell,5,2-5,1-1,1-1,0,0,0,0,0,1,0,0,7
Aliyah Boston,10,3-9,0-0,0-0,7,4,3,2,1,0,1,2,6
Jordin Canada,9,3-7,0-3,0-0,0,0,0,1,3,0,2,1,6
TEAM,,29-63,7-21,7-9,35,8,27,10,8,5,10,12,79
,,46.0%,33.3%,77.8%
