PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Chelsea Gray,18,11-20,2-5,2-2,2,0,2,2,1,0,2,1,26
S Angel Reese,19,3-6,0-0,5-5,15,5,10,1,1,0,1,5,16
S Lexie Hull,13,1-7,0-4,0-0,4,1,3,1,1,0,0,4,2
Brittney Sykes,17,7-17,0-4,2-2,5,1,4,1,1,0,4,4,17
Azurá Stevens,12,0-5,0-1,0-1,11,3,8,3,1,2,3,3,0
Kahleah Copper,DNP
TEAM,,22-55,2-14,9-10,42,13,29,8,5,2,10,17,61
,,40.0%,14.3%,90.0%
