PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Rhyne Howard,22,9-21,2-8,2-2,6,2,4,2,0,3,3,4,24
S Dearica Hamby,21,6-11,3-3,1-1,6,2,4,3,1,0,1,3,17
S Jordin Canada,18,4-15,0-5,1-1,6,1,5,6,1,0,0,2,10
Rae Burrell,9,3-6,1-2,0-0,2,1,1,1,1,1,0,2,7
Aliyah Boston,12,2-3,0-0,1-2,10,1,9,1,0,1,4,2,6
Arike Ogunbowale,DNP
TEAM,,24-56,6-18,5-6,33,8,25,13,3,5,8,13,64
,,42.9%,33.3%,83.3%
