PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Breanna Stewart,18,8-17,2-7,5-6,11,1,10,3,2,0,1,0,27
S Rickea Jackson,18,10-21,2-6,1-1,4,1,3,1,1,0,1,3,24
S Courtney Vandersloot,13,3-12,0-5,1-1,7,4,3,4,0,0,2,1,8
Aaliyah Edwards,7,3-3,0-0,1-2,3,1,2,0,0,0,2,2,8
NaLyssa Smith,5,1-2,0-0,0-0,0,0,0,1,0,0,1,3,2
DiJonai Carrington,DNP
Jewell Loyd,DNP
TEAM,,25-55,4-18,8-10,29,8,21,9,3,0,7,9,69
,,45.5%,22.2%,80.0%
