PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Dearica Hamby,16,14-24,2-4,3-3,15,4,11,1,1,0,4,3,35
S Arike Ogunbowale,14,2-11,1-4,1-1,2,0,2,6,0,1,1,2,7
S Jordin Canada,8,2-7,0-1,0-0,2,2,0,3,0,0,2,4,4
Rhyne Howard,11,2-8,1-6,3-3,5,1,4,1,2,0,1,3,11
Rae Burrell,7,2-5,0-1,1-1,2,1,1,1,0,0,1,1,6
Aliyah Boston,4,2-4,0-0,0-1,1,0,1,1,0,0,0,2,4
TEAM,,24-59,4-16,8-9,35,13,22,13,3,1,9,15,67
,,40.7%,25.0%,88.9%
