PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Breanna Stewart,16,7-14,1-2,4-4,10,0,10,4,3,1,1,2,23
S Jewell Loyd,12,3-9,1-2,4-5,2,0,2,1,1,0,0,4,15
S Rickea Jackson,11,6-11,1-2,0-0,2,0,2,0,0,1,1,0,13
Aaliyah Edwards,10,8-9,0-0,0-1,6,0,6,1,1,1,2,4,16
Courtney Vandersloot,11,5-7,0-0,0-0,1,0,1,9,1,0,0,4,10
DiJonai Carrington,DNP
NaLyssa Smith,DNP
TEAM,,29-50,3-6,8-10,24,1,23,15,6,3,4,14,77
,,58.0%,50.0%,80.0%
