PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Angel Reese,15,3-5,1-2,5-6,7,3,4,2,2,0,4,6,17
S Chelsea Gray,15,3-14,1-5,1-1,7,0,7,5,2,0,1,3,9
S Kahleah Copper,14,3-12,0-3,1-1,6,1,5,0,0,0,1,5,8
Brittney Sykes,12,6-12,2-6,2-3,6,3,3,1,1,0,1,2,18
Lexie Hull,10,2-8,1-5,1-1,0,0,0,2,0,0,1,3,7
Azurá Stevens,6,2-10,1-6,0-0,6,0,6,0,0,0,0,2,5
TEAM,,19-61,6-27,10-12,37,8,29,10,5,0,8,21,64
,,31.1%,22.2%,83.3%
