PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Kayla McBride,17,9-14,6-8,1-1,8,1,7,2,1,0,4,3,26
S Tiffany Hayes,12,6-13,1-4,2-3,3,0,3,5,2,0,1,6,17
S Stefanie Dolson,10,5-9,0-2,1-1,4,3,1,0,0,0,1,2,12
Jackie Young,7,4-4,1-1,2-3,2,0,2,3,0,0,0,4,12
Kate Martin,9,2-5,0-2,0-0,2,0,2,0,0,0,3,2,4
Natisha Hiedeman,3,1-3,0-1,0-0,1,0,1,0,0,0,0,1,2
Alyssa Thomas,DNP
TEAM,,27-48,8-18,6-8,22,5,17,10,3,0,9,18,73
,,56.3%,44.4%,75.0%
