PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Breanna Stewart,17,7-19,1-2,5-5,17,3,14,4,1,0,1,3,23
S Rickea Jackson,8,5-11,3-3,1-1,5,1,4,1,0,0,1,6,15
S Jewell Loyd,10,4-9,1-4,1-1,0,0,0,5,1,1,4,1,11
Courtney Vandersloot,12,7-11,1-1,0-0,1,0,1,5,0,0,1,1,15
Aaliyah Edwards,10,6-9,0-0,0-1,4,0,4,1,1,1,3,5,12
DiJonai Carrington,4,1-5,1-1,1-2,3,2,1,3,0,0,2,1,5
NaLyssa Smith,DNP
TEAM,,30-64,7-11,8-10,33,9,24,19,3,2,12,18,81
,,46.9%,63.6%,80.0%
