PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Kayla McBride,35,10-19,7-15,1-1,6,1,5,5,3,0,1,1,28
S Alyssa Thomas,31,7-8,0-0,2-3,8,2,6,4,1,0,2,3,18
S Stefanie Dolson,33,5-7,2-4,1-1,5,0,5,3,0,0,2,0,14
Tiffany Hayes,13,6-14,2-5,0-1,7,2,5,10,3,0,3,2,14
Kate Martin,8,5-10,2-5,0-0,10,1,9,1,2,0,1,2,12
Jackie Young,DNP
TEAM,,33-58,13-29,4-6,42,6,36,23,9,0,9,8,86
,,56.9%,44.8%,66.7%
