PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Allisha Gray,15,8-14,1-3,1-1,5,1,4,3,0,0,1,1,19
S Napheesa Collier,18,8-16,0-2,2-2,17,1,16,2,0,3,2,4,19
S Skylar Diggins-Smith,12,5-12,2-3,2-2,3,1,2,4,1,0,0,1,16
Shakira Austin,6,2-6,0-1,2-2,4,1,3,1,0,1,0,2,7
Courtney Williams,8,3-11,0-0,0-0,6,1,5,4,1,0,1,1,6
Cameron Brink,DNP
TEAM,,26-59,3-9,7-7,39,7,32,14,2,4,4,9,67
,,44.1%,33.3%,100.0%
