PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Breanna Stewart,14,7-17,0-4,2-3,13,1,12,3,0,2,2,1,17
S Jewell Loyd,12,5-8,0-1,0-0,4,2,2,0,0,0,2,1,10
S Courtney Vandersloot,11,2-11,1-5,0-0,6,1,5,1,2,1,2,2,5
Rickea Jackson,9,3-10,1-2,1-1,3,0,3,0,0,0,2,2,9
DiJonai Carrington,7,1-10,0-3,0-1,3,0,3,2,3,1,3,3,2
Aaliyah Edwards,4,0-1,0-0,0-1,3,1,2,1,1,1,0,1,0
TEAM,,18-57,2-15,3-6,41,7,34,7,6,5,11,10,43
,,31.6%,13.3%,50.0%
