PLAYERS,MIN,FG,3PT,FT,REB,OREB,DREB,AST,STL,BLK,TO,PF,PTS
S Chelsea Gray,27,13-24,2-6,6-6,8,2,6,2,3,1,3,5,38
S Angel Reese,18,4-10,0-1,0-2,13,3,10,0,0,1,3,4,8
S Lexie Hull,13,1-9,0-4,0-0,3,1,2,0,0,0,1,4,2
Brittney Sykes,15,5-13,1-3,2-2,3,1,2,0,0,0,1,3,14
Ariel Atkins,10,0-2,0-2,0-0,3,0,3,2,1,0,3,4,0
Azurá Stevens,DNP
Kahleah Copper,DNP
Kiki Jefferson,DNP
TEAM,,23-58,3-16,8-10,34,8,26,4,4,2,11,20,62
,,39.7%,18.8%,80.0%
